FEMA Code,Year,State,Official FEMA Name,Declaration URL,Term 1,Term 2,Term 3,Term 4,Term 5,Term 6,Term 7,Term 8,Term 9,Term 10,Term 11,Term 12,Term 13,Term 14,Term 15,Term 16,Term 17,Term 18,Term 19,Term 20
4660,2022,North Dakota,North Dakota Severe Winter Storm and Flooding,https://www.fema.gov/disaster/4660,North Dakota flood April 2022,North Dakota winter storm April 2022,Devils Lake North Dakota flood 2022,Ramsey County North Dakota flood 2022,Red River flood North Dakota April 2022,Fargo area flood spring 2022,North Dakota spring flood 2022,,,,,,,,,,,,,
4540,2020,Kentucky,"Kentucky Severe Storms, Flooding, Landslides, and Mudslides",https://www.fema.gov/disaster/4540,Kentucky flood February 2020,Kentucky storms February 2020,Kentucky mudslide February 2020,North Fork Kentucky River flood 2020,Breathitt County flood February 2020,Jackson Kentucky flood 2020,Perry County Kentucky flood 2020,Hazard Kentucky flood 2020,,,,,,,,,,,,
1751,2008,Arkansas,"Arkansas Severe Storms, Tornadoes, and Flooding",https://www.fema.gov/disaster/1751,Arkansas flood March 2008,Arkansas tornado March 2008,Arkansas storms March 2008,Atkins Arkansas tornado March 2008,Pope County Arkansas tornado 2008,Arkansas River flood March 2008,Conway County Arkansas flood 2008,Yell County Arkansas storm 2008,,,,,,,,,,,,
1798,2008,Puerto Rico,Puerto Rico Severe Storms and Flooding,https://www.fema.gov/disaster/1798,Puerto Rico flood September 2008,Puerto Rico storms September 2008,Puerto Rico Hurricane Ike remnants 2008,Ponce Puerto Rico flood 2008,San Juan flooding September 2008,,,,,,,,,,,,,,,
4023,2011,Connecticut,Connecticut Tropical Storm Irene,https://www.fema.gov/disaster/4023,Tropical Storm Irene Connecticut,Irene Connecticut 2011,Connecticut storms August 2011,,,,,,,,,,,,,,,,,
4879,2025,Texas,"Texas Severe Storms, Straight-Line Winds, and Flooding",https://www.fema.gov/disaster/4879,Kerrville flood 2025,Hunt Texas flood,Ingram Texas flood,Guadalupe River flood 2025,Camp Mystic flood,Center Point Texas flood,Kerr County flood July 2025,Texas Hill Country flood,Comfort Texas flood 2025,,,,,,,,,,,
1961,2011,Missouri,Missouri Severe Winter Storm and Snowstorm,https://www.fema.gov/disaster/1961,Missouri snowstorm January 2011,Missouri winter storm January 2011,Groundhog Day blizzard Missouri 2011,Missouri blizzard February 2011,Kansas City blizzard February 2011,St. Louis snowstorm February 1 2011,Missouri Groundhog Day snowstorm,Kansas City February 2011 snow,,,,,,,,,,,,
4261,2016,Maryland,Maryland Severe Winter Storm and Snowstorm,https://www.fema.gov/disaster/4261,Jonas snowstorm Baltimore,Baltimore blizzard January 2016,Snowzilla 2016,Maryland snowstorm January 2016,Maryland blizzard Jonas,Montgomery County snowstorm 2016,,,,,,,,,,,,,,
4013,2011,Nebraska,Nebraska Flooding,https://www.fema.gov/disaster/4013,Nebraska flood May 2011,Missouri River flood Nebraska 2011,Fort Calhoun nuclear plant flood 2011,Plattsmouth Nebraska flood 2011,Nebraska City flood 2011,Missouri River levee breach Nebraska 2011,Sarpy County Nebraska flood 2011,Fremont County Nebraska flood 2011,,,,,,,,,,,,
4572,2020,Texas,Texas Hurricane Laura,https://www.fema.gov/disaster/4572,Hurricane Laura Texas,Laura Texas 2020,Hurricane Laura Texas 2020,Texas storms August 2020,,,,,,,,,,,,,,,,
4805,2024,Puerto Rico,"Puerto Rico Severe Storms, Flooding, Landslides, and Mudslides",https://www.fema.gov/disaster/4805,Puerto Rico flood April 2024,Puerto Rico storms April 2024,Puerto Rico mudslide April 2024,Puerto Rico heavy rain April 2024,Utuado Puerto Rico flood 2024,Humacao flood April 2024,Puerto Rico flash flood April 2024,Arecibo Puerto Rico storm 2024,,,,,,,,,,,,
4110,2013,Massachusetts,"Massachusetts Severe Winter Storm, Snowstorm, and Flooding",https://www.fema.gov/disaster/4110,Massachusetts flood February 2013,Massachusetts snowstorm February 2013,Massachusetts winter storm February 2013,Winter Storm Nemo Massachusetts,Nemo blizzard Boston 2013,Massachusetts blizzard February 8 2013,Cape Cod Nemo blizzard 2013,Scituate coastal flooding Nemo,Worcester Massachusetts blizzard Nemo,,,,,,,,,,,
4461,2019,Illinois,Illinois Severe Storms and Flooding,https://www.fema.gov/disaster/4461,Illinois flood February 2019,Illinois storms February 2019,Kankakee River flood Illinois 2019,Illinois River flood February 2019,Kankakee Illinois flood 2019,Peoria flood February 2019,Bureau County Illinois flood 2019,Ottawa Illinois flood 2019,,,,,,,,,,,,
4602,2021,Virginia,Virginia Severe Winter Storms,https://www.fema.gov/disaster/4602,Virginia winter storm February 2021,Virginia ice storm February 2021,Roanoke Virginia ice storm 2021,Lynchburg ice storm 2021,southwest Virginia ice storm February 2021,Virginia power outage February 2021,Danville Virginia ice storm 2021,,,,,,,,,,,,,
1733,2007,Oregon,"Oregon Severe Storms, Flooding, Landslides, and Mudslides",https://www.fema.gov/disaster/1733,Oregon flood December 2007,Oregon storms December 2007,Oregon mudslide December 2007,Vernonia Oregon flood December 2007,Tillamook County flood December 2007,Nehalem River flood Oregon 2007,Tillamook Oregon flood 2007,Vernonia flood December 2007,coastal Oregon flood December 2007,,,,,,,,,,,
4402,2018,Wisconsin,"Wisconsin Severe Storms, Tornadoes, Straight-Line Winds, Flooding, and Landslides",https://www.fema.gov/disaster/4402,Wisconsin flood August 2018,Wisconsin tornado August 2018,Wisconsin straight-line winds August 2018,Kickapoo River flood 2018,Coon Valley Wisconsin Flood,Vernon County Flood,Driftless Area Flood,La Farge Wisconsin flood 2018,Ontario Wisconsin flood 2018,Crawford County Wisconsin flood 2018,,,,,,,,,,
1688,2007,Iowa,Iowa Severe Winter Storms,https://www.fema.gov/disaster/1688,Iowa winter storm February 2007,Iowa ice storm February 2007,Cedar Rapids ice storm February 2007,Iowa power outage February 2007,eastern Iowa winter storm 2007,Iowa City ice storm 2007,,,,,,,,,,,,,,
1974,2011,Tennessee,"Tennessee Severe Storms, Tornadoes, Straight-Line Winds, and Associated Flooding",https://www.fema.gov/disaster/1974,"Tennessee flood April 25, 2011","Tennessee tornado April 25, 2011","Tennessee straight-line winds April 25, 2011",Tennessee Super Outbreak April 25 2011,Apison Tennessee tornado 2011,Cleveland Tennessee tornado April 2011,Bradley County Tennessee tornado 2011,southeast Tennessee April 25 2011 tornado,2011 Super Outbreak Tennessee,April 27 tornado Tennessee,Chattanooga area tornado April 2011,Ringgold-Apison tornado path,Hamilton County Tennessee tornado 2011,Dunlap Tennessee tornado 2011,,,,,,
4305,2017,California,"California Severe Winter Storms, Flooding, and Mudslides",https://www.fema.gov/disaster/4305,"California flood January 18, 2017","California winter storm January 18, 2017","California mudslide January 18, 2017",Humboldt County flood January 2017,Arcata California flood January 2017,Eel River flood January 2017,San Bernardino flood January 18 2017,Northern California flood January 18 2017,,,,,,,,,,,,
1817,2009,Washington,"Washington Severe Winter Storm, Landslides, Mudslides, and Flooding",https://www.fema.gov/disaster/1817,Washington flood January 2009,Washington winter storm January 2009,Washington mudslide January 2009,Puyallup River flood January 2009,Pierce County Washington flood 2009,Orting Washington flood 2009,Chehalis River flood January 2009,Lewis County flood January 2009,,,,,,,,,,,,
4360,2018,Ohio,"Ohio Severe Storms, Landslides, and Mudslides",https://www.fema.gov/disaster/4360,Ohio storms February 2018,Ohio mudslide February 2018,Ohio landslide February 2018,Ross County Ohio landslide 2018,Chillicothe Ohio mudslide February 2018,southern Ohio mudslide 2018,Paint Creek flood Ohio 2018,Scioto River flood Ohio 2018,,,,,,,,,,,,
4199,2014,New Mexico,New Mexico Severe Storms and Flooding,https://www.fema.gov/disaster/4199,New Mexico flood September 2014,New Mexico storms September 2014,Albuquerque flood September 2014,New Mexico monsoon flood September 2014,Rio Grande flood New Mexico 2014,Bernalillo County flood 2014,New Mexico September 2014 storms,,,,,,,,,,,,,
4465,2019,North Carolina,North Carolina Hurricane Dorian,https://www.fema.gov/disaster/4465,Hurricane Dorian North Carolina,Dorian North Carolina 2019,Hurricane Dorian North Carolina 2019,North Carolina storms September 2019,,,,,,,,,,,,,,,,
4449,2019,Kansas,"Kansas Severe Storms, Straight-Line Winds, Tornadoes, Flooding,landslides,and Mudslides",https://www.fema.gov/disaster/4449,Kansas flood April 2019,Kansas tornado April 2019,Kansas straight-line winds April 2019,Ottawa Kansas tornado April 2019,Emporia Kansas flood April 2019,Neosho River flood Kansas 2019,Lyon County Kansas tornado 2019,,,,,,,,,,,,,
4751,2023,Tennessee,Tennessee Severe Storms and Tornadoes,https://www.fema.gov/disaster/4751,Tennessee tornado December 2023,Tennessee storms December 2023,Clarksville Tennessee Tornado,Montgomery County Tornado,Madison Tennessee Tornado,,,,,,,,,,,,,,,
4440,2019,South Dakota,"South Dakota Severe Winter Storm, Snowstorm, and Flooding",https://www.fema.gov/disaster/4440,South Dakota flood March 2019,South Dakota snowstorm March 2019,South Dakota winter storm March 2019,bomb cyclone South Dakota March 2019,Big Sioux River flood 2019,Watertown South Dakota flood March 2019,Dell Rapids South Dakota flood 2019,Sioux Falls area flood March 2019,Brookings flood 2019,,,,,,,,,,,
4319,2017,Kansas,"Kansas Severe Winter Storm, Snowstorm, Straight-Line Winds, and Flooding",https://www.fema.gov/disaster/4319,Kansas flood April 2017,Kansas straight-line winds April 2017,Kansas snowstorm April 2017,,,,,,,,,,,,,,,,,
4424,2019,Ohio,"Ohio Severe Storms, Flooding, and Landslides",https://www.fema.gov/disaster/4424,Ohio flood February 2019,Ohio storms February 2019,Ohio landslide February 2019,,,,,,,,,,,,,,,,,
1501,2003,Puerto Rico,"Puerto Rico Severe Storms, Flooding, Mudslides, and Landslides",https://www.fema.gov/disaster/1501,Puerto Rico flood November 2003,Puerto Rico storms November 2003,Puerto Rico mudslide November 2003,Utuado Puerto Rico flood 2003,Aguadilla flood 2003,northwest Puerto Rico flood 2003,Puerto Rico landslide November 2003,,,,,,,,,,,,,
1747,2008,Illinois,Illinois Severe Storms and Flooding,https://www.fema.gov/disaster/1747,Illinois flood January 2008,Illinois storms January 2008,Illinois flood July 2008,Waukegan Illinois flood 2008,Lake County Illinois flood July 2008,Gurnee Illinois flood 2008,North Shore Chicago flood 2008,Des Plaines River flood July 2008,Lake County Illinois flood 2008,,,,,,,,,,,
4357,2018,American Samoa,American Samoa Tropical Storm Gita,https://www.fema.gov/disaster/4357,Tropical Storm Gita American Samoa,Tropical Storm Gita 2018,Gita American Samoa 2018,American Samoa storms February 2018,,,,,,,,,,,,,,,,
1589,2005,New York,New York Severe Storms and Flooding,https://www.fema.gov/disaster/1589,New York flood April 2005,New York storms April 2005,Delaware River flood New York April 2005,Sullivan County New York flood 2005,Catskills flood April 2005,Port Jervis flood April 2005,Narrowsburg New York flood 2005,,,,,,,,,,,,,
4626,2021,Mississippi,Mississippi Hurricane Ida,https://www.fema.gov/disaster/4626,Hurricane Ida Mississippi,Ida Mississippi 2021,Mississippi storms August 2021,,,,,,,,,,,,,,,,,
1749,2008,Missouri,Missouri Severe Storms and Flooding,https://www.fema.gov/disaster/1749,Missouri flood March 2008,Missouri storms March 2008,Current River flood Missouri March 2008,Wayne County Missouri flood 2008,Piedmont Missouri flood 2008,Reynolds County flood March 2008,southern Missouri flood March 2008,Van Buren Missouri flood 2008,,,,,,,,,,,,
4176,2014,Alabama,"Alabama Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",https://www.fema.gov/disaster/4176,Alabama flood April 2014,Alabama tornado April 2014,Alabama straight-line winds April 2014,Jefferson County Alabama flood April 2014,Birmingham Alabama flood April 2014,Bessemer Alabama tornado April 2014,Birmingham area April 28 2014 storm,Jefferson County Alabama tornado 2014,,,,,,,,,,,,
1773,2008,Missouri,Missouri Severe Storms and Flooding,https://www.fema.gov/disaster/1773,Missouri flood June 2008,Missouri storms June 2008,Mississippi River flood Missouri June 2008,Clarksville Missouri flood 2008,Lincoln County Missouri flood 2008,Winfield Missouri flood 2008,northeast Missouri flood June 2008,Louisiana Missouri flood 2008,,,,,,,,,,,,
1910,2010,Maryland,Maryland Severe Winter Storms and Snowstorms,https://www.fema.gov/disaster/1910,Maryland snowstorm February 2010,Maryland winter storm February 2010,Snowmageddon,DMV Blizzard,Baltimore blizzard February 2010,Montgomery County snowstorm February 2010,DC suburbs blizzard 2010,Snowpocalypse Maryland,Frederick Maryland blizzard 2010,Prince George County snowstorm 2010,,,,,,,,,,
4776,2024,Oklahoma,"Oklahoma Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",https://www.fema.gov/disaster/4776,Oklahoma flood April 2024,Oklahoma tornado April 2024,Oklahoma straight-line winds April 2024,Sulphur Oklahoma EF3 Tornado,Sulphur Downtown Tornado,Sulphur Tornado,Holdenville Oklahoma Tornado,Marietta Oklahoma EF4 Tornado,Murray County Tornado,,,,,,,,,,,
1505,2003,California,California Earthquake,https://www.fema.gov/disaster/1505,California earthquake December 2003,San Simeon earthquake December 2003,Paso Robles earthquake 2003,San Luis Obispo earthquake December 22 2003,Paso Robles building collapse earthquake,Central Coast California earthquake 2003,Cambria earthquake December 2003,M6.6 earthquake California 2003,,,,,,,,,,,,
1912,2010,Kentucky,"Kentucky Severe Storms, Flooding, Mudslides, and Tornadoes",https://www.fema.gov/disaster/1912,Kentucky flood May 2010,Kentucky tornado May 2010,Kentucky storms May 2010,Cumberland River Kentucky flood May 2010,western Kentucky flood May 2010,Bowling Green Kentucky flood 2010,Logan County Kentucky flood 2010,Christian County Kentucky flood May 2010,,,,,,,,,,,,
4655,2022,Montana,Montana Severe Storm and Flooding,https://www.fema.gov/disaster/4655,Montana flood June 2022,Montana storms June 2022,Yellowstone River flood June 2022,Gardiner Montana flood 2022,Red Lodge Montana flood 2022,Livingston Montana flood 2022,Yellowstone National Park closure flood 2022,Carbon County Montana flood 2022,Rock Creek flood Red Lodge 2022,Billings Montana flood June 2022,Yellowstone flood 2022,Yellowstone National Park closure 2022,Corwin Springs flood 2022,,,,,,,
4676,2022,Illinois,Illinois Severe Storm and Flooding,https://www.fema.gov/disaster/4676,Illinois flood July 2022,Illinois storms July 2022,Chicago southwest suburb flood July 2022,Cook County Illinois flood July 2022,Orland Park flood 2022,Frankfort Illinois flood 2022,Will County flood July 2022,Illinois flash flood July 2022,,,,,,,,,,,,
4727,2023,Mississippi,"Mississippi Severe Storms, Straight-Line Winds, and Tornadoes.",https://www.fema.gov/disaster/4727,Mississippi tornado June 2023,Mississippi straight-line winds June 2023,Mississippi storms June 2023,Humphreys County Mississippi tornado June 2023,Yazoo County Mississippi storm June 2023,Bolton Mississippi tornado 2023,central Mississippi tornado June 2023,Hinds County Mississippi storm June 2023,,,,,,,,,,,,
4024,2011,Virginia,Virginia Hurricane Irene,https://www.fema.gov/disaster/4024,Hurricane Irene Virginia,Irene Virginia 2011,Virginia storms August 2011,,,,,,,,,,,,,,,,,
1984,2011,South Dakota,South Dakota Flooding,https://www.fema.gov/disaster/1984,South Dakota flood March 2011,James River flood South Dakota 2011,Huron South Dakota flood 2011,Missouri River flood South Dakota 2011,Brookings South Dakota flood 2011,South Dakota spring flood March 2011,Aberdeen South Dakota flood 2011,,,,,,,,,,,,,
4807,2024,South Dakota,"South Dakota Severe Storms, Straight-Line Winds, and Flooding",https://www.fema.gov/disaster/4807,South Dakota flood June 2024,South Dakota straight-line winds June 2024,South Dakota storms June 2024,South Dakota storm June 2024,Sioux Falls tornado June 2024,Minnehaha County South Dakota storm 2024,Big Sioux River flood June 2024,eastern South Dakota storm June 2024,Sioux Falls South Dakota storm June 2024,,,,,,,,,,,
1776,2008,Kansas,"Kansas Severe Storms, Flooding and Tornadoes",https://www.fema.gov/disaster/1776,Kansas flood May 2008,Kansas tornado May 2008,Kansas storms May 2008,,,,,,,,,,,,,,,,,
4081,2012,Mississippi,Mississippi Hurricane Isaac,https://www.fema.gov/disaster/4081,Hurricane Isaac Mississippi,Isaac Mississippi 2012,Mississippi storms August 2012,,,,,,,,,,,,,,,,,
1999,2011,Texas,Texas Wildfires,https://www.fema.gov/disaster/1999,Bastrop fire 2011,Bastrop Complex fire,Bastrop County fire,Lost Pines fire,Smithville Texas fire 2011,Central Texas wildfire 2011,,,,,,,,,,,,,,
4685,2023,Georgia,"Georgia Severe Storms, Straight-Line Winds, and Tornadoes",https://www.fema.gov/disaster/4685,Georgia tornado January 2023,Georgia straight-line winds January 2023,Georgia storms January 2023,Butts County Georgia tornado January 2023,Jackson Georgia tornado 2023,Paulding County Georgia tornado January 2023,Pike County Georgia tornado 2023,Middle Georgia tornado January 2023,,,,,,,,,,,,
4617,2021,North Carolina,North Carolina Remnants of Tropical Storm Fred,https://www.fema.gov/disaster/4617,Tropical Storm Fred North Carolina,Fred North Carolina 2021,Tropical Storm Fred North Carolina 2021,North Carolina storms August 2021,,,,,,,,,,,,,,,,
4536,2020,Mississippi,"Mississippi Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",https://www.fema.gov/disaster/4536,Easter tornado Mississippi 2020,Bassfield tornado,Jefferson Davis County tornado,Mississippi tornado April 2020,,,,,,,,,,,,,,,,
4759,2023,Washington,Washington Wildfires,https://www.fema.gov/disaster/4759,Washington wildfire August 2023,Oregon Fire Washington 2023,Spokane County wildfire August 2023,Liberty Lake fire 2023,Douglas County Washington fire 2023,central Washington wildfire August 2023,Grant County wildfire 2023,Washington wildfire evacuations August 2023,,,,,,,,,,,,
1686,2007,Georgia,Georgia Severe Storms and Tornadoes,https://www.fema.gov/disaster/1686,Georgia tornado March 2007,Georgia storms March 2007,Americus Georgia tornado 2007,Sumter County Georgia tornado March 2007,Georgia tornado March 1 2007,South Georgia tornado March 2007,Calhoun Georgia tornado 2007,Baker County Georgia tornado March 2007,,,,,,,,,,,,
4539,2020,Washington,"Washington Severe Storms, Flooding, Landslides, and Mudslides",https://www.fema.gov/disaster/4539,Washington flood January 2020,Washington storms January 2020,Washington mudslide January 2020,Skokomish River flood January 2020,Mason County Washington flood 2020,Chehalis River flood January 2020,Lewis County Washington flood 2020,Snoqualmie River flood 2020,King County Washington flood January 2020,,,,,,,,,,,
4861,2025,West Virginia,"West Virginia Severe Storm, Straight-Line Winds, Flooding, Landslides, and Mudslides",https://www.fema.gov/disaster/4861,West Virginia flood February 2025,West Virginia straight-line winds February 2025,West Virginia storms February 2025,Kanawha River flood February 2025,Charleston West Virginia flood 2025,Elk River flood West Virginia 2025,Logan County WV flood 2025,Mingo County flood February 2025,,,,,,,,,,,,
1717,2007,Minnesota,Minnesota Severe Storms and Flooding,https://www.fema.gov/disaster/1717,Minnesota flood August 2007,Minnesota storms August 2007,Rushford Minnesota flood 2007,Root River flood Minnesota August 2007,Winona County flood 2007,Houston County Minnesota flood August 2007,Preston Minnesota flood 2007,Lanesboro Minnesota flood 2007,southeastern Minnesota flood August 2007,,,,,,,,,,,
4238,2015,Missouri,"Missouri Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",https://www.fema.gov/disaster/4238,Missouri flood May 2015,Missouri tornado May 2015,Missouri straight-line winds May 2015,Meramec River flood Missouri May 2015,Jefferson County Missouri flood 2015,Dent County Missouri flood 2015,Gasconade River flood May 2015,Pacific Missouri flood 2015,,,,,,,,,,,,
1711,2007,Kansas,Kansas Severe Storms and Flooding,https://www.fema.gov/disaster/1711,Kansas flood June 2007,Kansas storms June 2007,Coffeyville Kansas flood June 2007,Caney River flood Kansas 2007,Montgomery County Kansas flood 2007,Independence Kansas flood June 2007,Neosho River flood Kansas 2007,southeast Kansas flood June 2007,,,,,,,,,,,,
4874,2025,Mississippi,"Mississippi Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",https://www.fema.gov/disaster/4874,Mississippi flood March 2025,Mississippi tornado March 2025,Mississippi straight-line winds March 2025,Rolling Fork Mississippi storm March 2025,northwest Mississippi tornado March 2025,Bolivar County Mississippi flood 2025,Coahoma County Mississippi storm 2025,,,,,,,,,,,,,
4723,2023,New York,New York Severe Storms and Flooding,https://www.fema.gov/disaster/4723,New York flood July 2023,New York storms July 2023,Hudson Valley flood July 2023,Orange County New York flood July 2023,Rockland County flood 2023,Catskill New York flood July 2023,Schoharie Creek flood July 2023,Middletown New York flood 2023,,,,,,,,,,,,
4701,2023,Tennessee,"Tennessee Severe Storms, Straight-Line Winds, and Tornadoes",https://www.fema.gov/disaster/4701,"Tennessee tornado March 31, 2023","Tennessee straight-line winds March 31, 2023","Tennessee storms March 31, 2023",,,,,,,,,,,,,,,,,
1556,2004,Ohio,Ohio Severe Storms and Flooding,https://www.fema.gov/disaster/1556,Ohio flood August 2004,Ohio storms August 2004,Ohio River flood August 2004,Ross County Ohio flood 2004,Scioto River flood 2004,southern Ohio flood August 2004,Chillicothe Ohio flood 2004,,,,,,,,,,,,,
1924,2010,Nebraska,Nebraska Severe Storms and Flooding,https://www.fema.gov/disaster/1924,Nebraska flood June 2010,Nebraska storms June 2010,Platte River Nebraska flood June 2010,Fremont Nebraska flood 2010,Columbus Nebraska flood June 2010,Norfolk Nebraska flood 2010,central Nebraska flood June 2010,,,,,,,,,,,,,
4458,2019,Louisiana,Louisiana Hurricane Barry,https://www.fema.gov/disaster/4458,Hurricane Barry Louisiana,Hurricane Barry 2019,Barry Louisiana 2019,Hurricane Barry Louisiana 2019,Louisiana storms July 2019,,,,,,,,,,,,,,,
4416,2018,Texas,Texas Severe Storms and Flooding,https://www.fema.gov/disaster/4416,Texas flood September 2018,Texas storms September 2018,Beaumont Texas flood September 2018,Southeast Texas flood September 2018,Jefferson County Texas flood 2018,Orange Texas flood September 2018,Sabine River Texas flood 2018,Tropical Storm Gordon remnants Texas 2018,,,,,,,,,,,,
4590,2021,Louisiana,Louisiana Severe Winter Storms,https://www.fema.gov/disaster/4590,Louisiana winter storm February 2021,Louisiana ice storm February 2021,New Orleans ice storm 2021,Shreveport ice storm February 2021,Louisiana power outage February 2021,Baton Rouge ice storm 2021,southern Louisiana winter storm 2021,,,,,,,,,,,,,
1813,2008,Massachusetts,Massachusetts Severe Winter Storm and Flooding,https://www.fema.gov/disaster/1813,Massachusetts flood December 2008,Massachusetts winter storm December 2008,Massachusetts ice storm December 2008,Worcester ice storm December 2008,Massachusetts power outage December 2008,central Massachusetts ice storm 2008,Springfield Massachusetts ice storm December 2008,,,,,,,,,,,,,
4584,2020,Washington,Washington Wildfires and Straight-Line Winds,https://www.fema.gov/disaster/4584,Washington straight-line winds September 2020,Washington wildfire September 2020,Cold Springs fire Washington 2020,Pearl Hill fire Washington 2020,Bridgeport Bar fire Washington 2020,Okanogan County fire September 2020,Grant County fire Washington 2020,eastern Washington wind fire September 2020,Washington wildfire derecho September 2020,,,,,,,,,,,
1996,2011,Montana,Montana Severe Storms and Flooding,https://www.fema.gov/disaster/1996,Montana flood April 2011,Montana storms April 2011,Musselshell River flood Montana 2011,Yellowstone River flood Montana April 2011,Billings Montana flood April 2011,Roundup Montana flood 2011,central Montana spring flood 2011,Billings area flood 2011,,,,,,,,,,,,
4256,2015,Oklahoma,Oklahoma Severe Winter Storms and Flooding,https://www.fema.gov/disaster/4256,Oklahoma flood December 2015,Oklahoma winter storm December 2015,Oklahoma Christmas flood 2015,Oklahoma City flood December 2015,Garvin County Oklahoma flood December 2015,Washita River flood Oklahoma 2015,southern Oklahoma flood Christmas 2015,,,,,,,,,,,,,
1887,2010,South Dakota,South Dakota Severe Winter Storm,https://www.fema.gov/disaster/1887,South Dakota winter storm January 2010,South Dakota blizzard January 2010,South Dakota ice storm January 2010,Aberdeen South Dakota winter storm 2010,Huron South Dakota storm January 2010,north central South Dakota blizzard 2010,,,,,,,,,,,,,,
1841,2009,Kentucky,"Kentucky Severe Storms, Tornadoes, Flooding and Mudslides",https://www.fema.gov/disaster/1841,Kentucky flood May 2009,Kentucky tornado May 2009,Kentucky storms May 2009,,,,,,,,,,,,,,,,,
1897,2010,New Jersey,New Jersey Severe Storms and Flooding,https://www.fema.gov/disaster/1897,New Jersey flood March 2010,New Jersey storms March 2010,Passaic River flood New Jersey March 2010,Wayne New Jersey flood March 2010,Little Falls flood March 2010,New Jersey northeast flooding March 2010,Pompton Lakes flood March 2010,,,,,,,,,,,,,
4764,2024,Maine,Maine Severe Storms and Flooding,https://www.fema.gov/disaster/4764,Maine flood January 2024,Maine storms January 2024,Maine nor'easter January 2024,Portland Maine flood January 2024,Biddeford Maine coastal flood 2024,York County Maine storm January 2024,Saco River flood January 2024,Maine coastal storm January 2024,,,,,,,,,,,,
4091,2012,Maryland,Maryland Hurricane Sandy,https://www.fema.gov/disaster/4091,Hurricane Sandy Maryland,Sandy Maryland 2012,Maryland storms October 2012,,,,,,,,,,,,,,,,,
1553,2004,North Carolina,North Carolina Hurricane Ivan,https://www.fema.gov/disaster/1553,Hurricane Ivan North Carolina,Ivan North Carolina 2004,Hurricane Ivan North Carolina 2004,North Carolina storms September 2004,,,,,,,,,,,,,,,,
1857,2009,New York,New York Severe Storms and Flooding,https://www.fema.gov/disaster/1857,New York flood August 2009,New York storms August 2009,Rockland County New York flood August 2009,Passaic River flood August 2009 New York,Sullivan County flood August 2009,Catskills flood August 2009,New York flash flood August 2009,Catskills flash flood August 2009,Delaware County NY flood 2009,Sullivan County NY flood August 2009,,,,,,,,,,
4193,2014,California,California Earthquake,https://www.fema.gov/disaster/4193,California earthquake August 2014,South Napa earthquake 2014,Napa earthquake August 24 2014,Napa Valley earthquake M6.0,American Canyon earthquake 2014,largest Bay Area earthquake since Loma Prieta,West Napa fault earthquake 2014,Napa earthquake 2014,Browns Valley Napa earthquake,South Napa earthquake August 2014,,,,,,,,,,
4262,2016,Virginia,Virginia Severe Winter Storm and Snowstorm,https://www.fema.gov/disaster/4262,Virginia snowstorm January 2016,Virginia winter storm January 2016,Winter Storm Jonas Virginia,Jonas blizzard Virginia 2016,Snowzilla Virginia 2016,Richmond Virginia blizzard January 2016,Northern Virginia Jonas blizzard,Shenandoah Valley snowstorm 2016,,,,,,,,,,,,
4797,2024,Minnesota,Minnesota Severe Storms and Flooding,https://www.fema.gov/disaster/4797,Minnesota flood June 2024,Minnesota storms June 2024,southern Minnesota flood June 2024,Mankato area flood June 2024,Blue Earth River flood 2024,Faribault Minnesota flood 2024,Rice County flood June 2024,,,,,,,,,,,,,
4106,2013,Connecticut,Connecticut Severe Winter Storm and Snowstorm,https://www.fema.gov/disaster/4106,Connecticut snowstorm February 2013,Connecticut winter storm February 2013,Winter Storm Nemo Connecticut,Nemo blizzard Connecticut February 2013,Hamden Connecticut 40 inches snow Nemo,Milford Connecticut blizzard 2013,Connecticut record snow February 2013,Fairfield County Nemo blizzard,Nemo Connecticut February 2013,Hamden CT 40 inches snow,,,,,,,,,,
4810,2024,Vermont,"Vermont Severe Storm, Flooding, Landslides, and Mudslides",https://www.fema.gov/disaster/4810,Vermont flood July 2024,Vermont storms July 2024,Vermont mudslide July 2024,Burlington Vermont flood 2024,Winooski River flood July 2024,Vermont atmospheric river July 2024,Montpelier area flood July 2024,Montpelier flood July 2024,,,,,,,,,,,,
4250,2015,Missouri,"Missouri Severe Storms, Tornadoes, Straight-Line Winds, and Flooding",https://www.fema.gov/disaster/4250,Missouri flood December 2015,Missouri tornado December 2015,Missouri straight-line winds December 2015,Meramec River record flood December 2015,Pacific Missouri flood December 2015,Eureka Missouri flood 2015,Arnold Missouri flood 2015,St. Louis County flood Christmas 2015,Fenton Missouri flood 2015,Bourbon Missouri flood 2015,Meramec River Christmas flood 2015,Christmas flood Missouri 2015,,,,,,,,
4028,2011,Massachusetts,Massachusetts Tropical Storm Irene,https://www.fema.gov/disaster/4028,Tropical Storm Irene Massachusetts,Irene Massachusetts 2011,Massachusetts storms August 2011,,,,,,,,,,,,,,,,,
